Lyric,Title,Singer,Feeling,Label
"Cause it's tragedy and it'll only bring you down,",Breathe,Taylor Swift,Sad,2
"But your thoughts will soon be wanderin', the way they always do",Turn the Page,Metallica,Sad,2
They just don't give a fuck,I Don't Give a Fuck,Tupac Shakur,Anger,0
Man it's been so long since they see my dick,The Spiteful Chant,Kendrick Lamar,Anger,0
"Nigga couldn't get a call, just a Glock for my belt",The Spiteful Chant,Kendrick Lamar,Anger,0
I want you to pass it to Thugger Thugger,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
You don't know? fuck it find out the hard way,Get It On The Floor,DMX,Anger,0
"If its crime lets have fun, lets have fun, lets have fun",Crunk Muzik,The Diplomats,Anger,0
"Oh, oh, oh, oh, Stomp on the enemy 'cause I've got the victory",Stomp,Kirk Franklin,Anger,0
Cause I left that night,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Falling from the stars,Wake Me Up When September Ends,Green Day,Sad,2
"You know how me movin', right",Crunk Muzik,The Diplomats,Anger,0
I don't give a fuck,I Don't Give a Fuck,Tupac Shakur,Anger,0
"I'm on that Kevlar vest shit, that Wild Wild West shit",I’m Supposed to Die Tonight,50 Cent,Anger,0
And I said I wouldn't call but I'm a little drunk and I need you now,Need You Now,Lady Antebellum,Sad,2
Right when I was just about to fall,Come Back...Be Here,Taylor Swift,Sad,2
And I'll find that there is someone to believe in,Goodbye to Love,Carpenters,Sad,2
"Run up yo' stash house, tie granny up",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
I rarely do collaborations cause ya'll ain't qualified to be in a league with me,Hip Hop Sinister,Hopsin,Anger,0
And in the streets bitches get the dick stuck up in em,Get It On The Floor,DMX,Anger,0
"But when they kill me, I'm bringin' the world with me",Kill You,Eminem,Anger,0
"As the sweat pours out your body, like the music that you play",Turn the Page,Metallica,Sad,2
"Those who died are justified, for wearing the badge, they're the chosen whites",Killing In The Name,Unknown,Anger,0
To tape off the scene of the slaughter,Fuck Tha Police,N.W.A.,Anger,0
"A get your hands in the air, and get to clappin 'em",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
I ice out the whole joint and put ya men on freeze,Agony Fires,Army of the Pharaohs,Anger,0
When a dude's getting bullied and shoots up his school,The Way I Am,Eminem,Anger,0
Nigga I was motherfucking outchea,The Spiteful Chant,Kendrick Lamar,Anger,0
"Extortion, snortin', supportin' abortion",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Spur of the moment I could strike with a strategic blow,",Agony Fires,Army of the Pharaohs,Anger,0
Me and papi on the same pills,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
They call me Pistol Pete Maravich moving the pill,Hollow Points,Unknown ,Anger,0
"Cause I'm falling deeper, baby, be prepared","I Like You So Much, You'll Know It",Honey Jemlan,Joy,1
"Losing my sight, losing my mind",Angry White Boy Polka,Weird Al Yankovic,Anger,0
Should I tear my eyes out now?,The Sound of Silence,Disturbed,Sad,2
When we are young,When we are young,Adele,Fear,3
And how good she's treating you,Tonight I’ll Be Lonely Too,Alison Krauss,Sad,2
Come on and let me sneak you out,Live While We're Young,One Direction,Joy,1
I'm about as lonesome as a poor boy gets,Lonelier Than This,Steve Earle,Sad,2
And you say you belong to me and ease my mind,Happy Together,The Turtles,Joy,1
"Need two fifty more, Double M this shit for real",3Hunna,Chief Keef,Anger,0
"Flightless bird, jealous, weeping","Flightless Bird, American Mouth",Iron & Wine,Sad,2
"You see them headlights, you hear that fuckin' crowd?",Move Bitch,Ludacris,Anger,0
I'm from that Harlem ho,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
Anytime she goes away,Ain't No Sun Shine,Bill Withers,Sad,2
"The song 'Guilty Conscience' has gotten such rotten responses.""",The Way I Am,Eminem,Anger,0
I gotta give my fuck offs,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Home, home, home, home",I’m a Mess,Ed Sheeran,Sad,2
"In a world devoid of life, you bring colors","I Like You So Much, You'll Know It",Honey Jemlan,Joy,1
"Suffocation, no breathing",Angry White Boy Polka,Weird Al Yankovic,Anger,0
Are the dreams all made solid,Mercy Street,Peter Gabriel,Sad,2
Your talk'll be somethin' that shouldn't be said out loud,bury a friend,Billie Eilish,Anger,0
It's like a casting call for 'Romeo and Juliet',Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
It's going to be very hilarious when I bury your corpse,Hip Hop Sinister,Hopsin,Anger,0
This all or nothing really got a way of driving me crazy,Someone You Loved,Lewis Capaldi,Sad,2
But for tonight I wanna fall in love,I’m a Mess,Ed Sheeran,Sad,2
"Homeboy, frontin' on me'll shorten your lifespan",I’m Supposed to Die Tonight,50 Cent,Anger,0
Massive,Spikes,Death Grips,Anger,0
Didn't mean to leave you,Sorry,Halsey,Sad,2
I believe that the heart does go on,My Heart Will Go On,Celine Dion,Joy,1
Nothing you can say but you can learn how to play the game,All You Need is Love,The Beatles ,Joy,1
Got me hoping you'll save me right now (baby),Crazy in Love,Beyoncé,Joy,1
(Stand up Shady)(Stand up),Angry White Boy Polka,Weird Al Yankovic,Anger,0
I fuckin hate you; I'll take your drawers down and rape you,Fight Music,D12,Anger,0
But everything gon' be alright,Memories,Maroon 5,Sad,2
"I work and forever try, but I'm cursed, so never mind",Drop the World,Lil Wayne,Anger,0
You won't last living in this cold climate,Hip Hop Sinister,Hopsin,Anger,0
What if I'm out?,Falling,Harry Styles,Sad,2
Wait until darkness,Mercy Street,Peter Gabriel,Sad,2
I know I was happier with you,Happier,Ed Sheeran,Sad,2
But never forgets what I lost,Wake Me Up When September Ends,Green Day,Sad,2
We push a lot of everything but it's usually krill,Hollow Points,Unknown ,Anger,0
Livin' alone,All by Myself,Celine Dion,Sad,2
Commercial niggas thinking they carry the torch,Hip Hop Sinister,Hopsin,Anger,0
Are rolling by like thunder now,The Power Of Love,Celine Dion,Joy,1
When the sale comes first And the truth comes second,Price Tag,Jessie J,Disgusting,4
I need more hours with you,Girls Like You,Maroon,Joy,1
We can build this thing together,Nothing's gonna stop us now,Mikaila,Joy,1
If I couldn't be strong,Love Story,Taylor Swift,Joy,1
This time I'm a let it all come out,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Also a gang of mother-fuckers dressed in blue slacks,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Yo yap that fool, 'cause I don't know money",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Do you gaze at your doorstep and picture me there?,Are You Lonesome Tonight,Elvis Presley,Sad,2
Dumpin' your dead body inside of a fuckin' trash can,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
And I'm sorry to my unknown lover,Sorry,Halsey,Sad,2
Broken pieces of,the lonely,Christina Perri,Sad,2
"Young B and the R-O-C, uh oh (oh)",Crazy in Love,Beyoncé,Joy,1
Hold up a picture of his family and kick it at him,Fight Music,D12,Anger,0
"Search a nigga down, and grabbin' his nuts",Fuck Tha Police,N.W.A.,Anger,0
That should be me holding your hands,That should be me,Justin Bieber,Sad,2
Just one look at you,Lovely Day,Bill Withers,Joy,1
"And jewelry bitch, tell me that?",Move Bitch,Ludacris,Anger,0
I had enough and I don't give a fuck,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Duck taping your clique, so show me the loot",3Hunna,Chief Keef,Anger,0
When I was sleeping on couches,The Spiteful Chant,Kendrick Lamar,Anger,0
"I'm so tired of on my own,",Tired of Being Alone,Al Green,Sad,2
"Lay it down, please remember",You Don't Want Drama,8Ball & MJG,Anger,0
I cripple any hypocritic critic I'm sic'd on,Fight Music,D12,Anger,0
Could make me feel bitter or treat you unkind,Wild Horses,The Rolling Stones,Sad,2
D-d-die die die die die,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"I live on a lonely avenue,",Lonely Avenue,"Ray Charles, Doc Pomus",Sad,2
"There is not a single word, in the whole world  That could describe the hurt the dullest knife just sawing and back and forth",Hate to See Your Heart Break,Paramore,Sad,2
"So I pick the world up and I'm a drop it on your f***in' head, yeah",Drop the World,Lil Wayne,Anger,0
I'd make major label rappers Ice Cubes and Eazys,Agony Fires,Army of the Pharaohs,Anger,0
"It hurts, but I never show,",Drop the World,Lil Wayne,Anger,0
You got the fear,F.E.A.R,Ian Brown,Fear,3
And last for a lifetime,My Heart Will Go On,Celine Dion,Joy,1
"Come back, be here",Come Back...Be Here,Taylor Swift,Sad,2
And there's nothing I can do,Space Oddity,David Bowie,Sad,2
"Call your name two, three times in a row",Crazy in Love,Beyoncé,Joy,1
Everybody's got somebody but me,Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
I miss the taste of a sweeter life,Maps,Maroon 5,Sad,2
"Slut, you think I won't choke no whore",Kill You,Eminem,Anger,0
"I'm evil, read your palm before dawn and spawn",Hollow Points,Unknown ,Anger,0
When the day that lies ahead of me,Lovely Day,Bill Withers,Joy,1
"Baby, your smils's forever in my mind and memory",Thinking Out Loud,Ed Sheeran,Joy,1
I'm so lonesome I could cry,I'm so Lonesome I Could Cry,Hank Williams,Sad,2
A young nigga got it bad 'cause I'm brown,Fuck Tha Police,N.W.A.,Anger,0
I'm from that Corpus Christi Ho,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
There's such a difference between us,Hello,Adele,Sad,2
"When today doesn't really know, doesn't really know",All Out of Love,Air Supply,Sad,2
"No, I won't sign you an autograph",The Way I Am,Eminem,Anger,0
"Aw shit, Wu-Tang Clan spark the wicks an'",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Don't be stupid, find out who you fuckin' with son",I’m Supposed to Die Tonight,50 Cent,Anger,0
She's giving me excitations (excitations),Good Vibrations,The Beach Boys,Joy,1
"We did the impossible, now we're unstoppable",Unknown,Unknown,Anger,0
"It ain't a single man living could fuck with the beast,",Agony Fires,Army of the Pharaohs,Anger,0
"Ya head rush, fly like Egyptian musk",Bring da Ruckus,Wu-Tang Clan,Anger,0
Do believe I told you so,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"My hands stay dirty, cause I play dirty the mob way",Get It On The Floor,DMX,Anger,0
I'ma ride in that pussy like a stroller,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Why can't I turn off the radio?,100 Years,Five for Fighting,Sad,2
"I see babies crying, I watch them grow",What a Wonderful World,Ledisi,Joy,1
For me it happens all the time,Need You Now,Lady Antebellum,Sad,2
"The catch, they don't wanna stop at the brother man",I Don't Give a Fuck,Tupac Shakur,Anger,0
While this cops bragging about the nigga he's jacking,I Don't Give a Fuck,Tupac Shakur,Anger,0
"And they wanna tell me, I made it",The Spiteful Chant,Kendrick Lamar,Anger,0
And ya toolies go blast (silence),Crunk Muzik,The Diplomats,Anger,0
"I'm hectic, I wreck it with the quickness",Bring da Ruckus,Wu-Tang Clan,Anger,0
It seems to me that there are more hearts,Alone Again (Naturally),Gilbert O'Sullivan,Sad,2
I skid like I'm no use,Spikes,Death Grips,Anger,0
"High like space, .forty five on waist",Crunk Muzik,The Diplomats,Anger,0
I'm triple platinum and tragedies happened in two states,Kill You,Eminem,Anger,0
I-I walk up in the world and cut the lights off,Drop the World,Lil Wayne,Anger,0
My skids rit rubbernecks agent orange,Spikes,Death Grips,Anger,0
"This Pharaohs shit fo' life, they gon' die right wit me",Agony Fires,Army of the Pharaohs,Anger,0
Ain't no sunshine when she's gone,Ain't No Sun Shine,Bill Withers,Sad,2
"Since all of our scattered dreams, huh",Sometimes I Cry,Eric Benét,Sad,2
"Slid, cause I got to slide when the dirt is done",Get It On The Floor,DMX,Anger,0
"Talkin' that shit behind my back, dirty mackin'",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"You bout to find out why German Lugers exsist,",Agony Fires,Army of the Pharaohs,Anger,0
So next time you spit a fucking rhyme that's too simple,Hip Hop Sinister,Hopsin,Anger,0
I'm fallin' ,Falling,Harry Styles,Sad,2
I miss holding your hand,Do you ever,Justin Vasquez,Sad,2
I haven't seen it,Hip Hop Sinister,Hopsin,Anger,0
I blow up his fuckin' prism,Bring da Ruckus,Wu-Tang Clan,Anger,0
I just don't give a fuck!,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"B****, I'm a pick the world up and I'm a drop it on your f***in' head",Drop the World,Lil Wayne,Anger,0
"(Uh oh, uh oh, uh oh, oh, no, no) Fall back, young, ever since I made the change over",Crazy in Love,Beyoncé,Joy,1
Or the pump'll put a hurt on a nigga,Get It On The Floor,DMX,Anger,0
Cause I know I don't understand,Crazy in Love,Beyoncé,Joy,1
"More real niggas mad fallin' off the deep end,",Agony Fires,Army of the Pharaohs,Anger,0
"Shut up, slut! You're causin' too much chaos",Kill You,Eminem,Anger,0
"This is that bang, bang, bang",Crunk Muzik,The Diplomats,Anger,0
Lights up a purple sky,I'm so Lonesome I Could Cry,Hank Williams,Sad,2
"Oh girl, they'll be mo dead",Move Bitch,Ludacris,Anger,0
Say I'm steamed when I'm pullin' a scam quick,Hollow Points,Unknown ,Anger,0
Maybe even cried for you,I'll Never Love Again,"Lady Gaga, Bradley Cooper",Sad,2
"Cause right now it says that we, can't come to the phone",100 Years,Five for Fighting,Sad,2
Cut my life into pieces,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Oh, he don't love me, he don't love me",I'm a Mess,Bebe Rexha,Sad,2
It's easy Nothing you can make that can't be made,All You Need is Love,The Beatles ,Joy,1
"Oh my darling, you were wonderful tonight",Wonderful Tonight,Eric Clapton,Joy,1
She used to tell me he hated me,Kill You,Eminem,Anger,0
I tried to scream But my head was underwater,everything i wanted,Billie Eilish,Sad,2
In my hour of need,Alone Again (Naturally),Gilbert O'Sullivan,Sad,2
"Is your heart filled with pain, shall I come back again?",Are You Lonesome Tonight,Elvis Presley,Sad,2
"Eatin a hot dog readin the Holy Qu'ran, while I'm on the john",Fight Music,D12,Anger,0
Grab a brush and put a little makeup,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Paz sittin' with artillery to blow you to bits,",Agony Fires,Army of the Pharaohs,Anger,0
But dreams come slow and they go so fast,Let Her Go,Passenger,Sad,2
Everything's gonna be okay,I'm a Mess,Bebe Rexha,Sad,2
"I'm shooting your henchmen, every written verse is a lesson",Hollow Points,Unknown ,Anger,0
"Don't interrupt, my turbulence slaps",Spikes,Death Grips,Anger,0
Sit back and get fat off the fat cat,I Don't Give a Fuck,Tupac Shakur,Anger,0
Games we don't play them now,You Don't Want Drama,8Ball & MJG,Anger,0
 You could pull a gun on me and if I'm mad at you I'm coming forward. You'd have to shoot me to stop me. ,Hollow Points,Unknown ,Anger,0
Who bought these fuckin' T.V.'s,Move Bitch,Ludacris,Anger,0
"B****, I'm a pick the world up and I'm a drop it on your f***in' head, yeah",Drop the World,Lil Wayne,Anger,0
"Niggas try to hate, we don't hear the side talk",Hollow Points,Unknown ,Anger,0
"And I can't say no, I can't say no",bury a friend,Billie Eilish,Anger,0
With automatic triggers Chrome handles,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
"No tomorrow, no tomorrow",Mad World,"Gary Jules, Michael Andrews",Sad,2
"And start shorty, because I'm a little older than 'cause",Get It On The Floor,DMX,Anger,0
And at first I thought it was a lie,Somebody Else,The 1975,Sad,2
Cause Shady will fucking kill you,Kill You,Eminem,Anger,0
"Now I never, never get to clean up the mess I made, oh",When I Was Your Man,Bruno Mars,Sad,2
I feel low,So Lonely,The Police,Sad,2
"Yeah, I know that I let you down",Sorry,Justin Bieber,Sad,2
What you want now? (What you want now?),Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"And I say, ""Yes, I feel wonderful tonight""",Wonderful Tonight,Eric Clapton,Joy,1
Sweat dripping off me,Señorita,"Camila Cabello, Shawn Mendes",Joy,1
"And no, I don't owe you a mothafuckin' thing",The Way I Am,Eminem,Anger,0
You brighten my dat,A Smile in Your Heart,Harana,Joy,1
Have finally reached an end,Goodbye to Love,Carpenters,Sad,2
It's your chance to wake up and plan another brand new day.,A Beautiful Morning,The Rascals,Joy,1
You're only trying to show me,Tonight I’ll Be Lonely Too,Alison Krauss,Sad,2
"When I wake up in the morning, love",Lovely Day,Bill Withers,Joy,1
To hide its face and cry,I'm so Lonesome I Could Cry,Hank Williams,Sad,2
She puts on her make-up and brushes her long blonde hair,Wonderful Tonight,Eric Clapton,Joy,1
Happy together,Happy Together,The Turtles,Joy,1
Them niggas ain't doing shit,Black Skinhead,Kanye West,Anger,0
You'll know what I'll split your motherfucking brains for,Get It On The Floor,DMX,Anger,0
