Lyric,Emotion
It's like I always figured,Sad
Cause I done been to hell and back I ain't wit selling crack,Anger
"Oh, baby, gonna be alright",Anger
"(Lovely day, lovely day, lovely day, lovely day)",Joy
Baby girl I didn't mean to shout,Sad
How can I love when I'm afraid to fall,Fear
And what would you say if I called on you now,Sad
They wanna jack me like some kind of crack fiend,Anger
And why I'll never know.,Sad
I'm half a heart without you,Sad
So why did you go?,Sad
To hear you knocking at my door,Sad
And since birth I've been cursed with this curse to just curse,Anger
Put your faith in my stomach,Sad
"You're the only thing I know like the back of my hand,",Sad
Once I was eleven years old my daddy told me Go get yourself a wife or you'll be lonely ,Fear
"Now I've been so sad and lonesome since you've left this town,",Sad
Fuck y'all,Anger
Red lights to keep you sighted My shit on the rising,Anger
"Shaolin shadowboxing, and the Wu-Tang sword style",Anger
And there's never been a one on one,Anger
And I'm about to catch a motherfuckin' homicide,Anger
"What the fuck, what the fuck, what the fuck, what the fuck",Anger
Serial killer hiding murder material,Anger
That you found a girl and you're married now,Sad
Cursin' at you players worse than Marty Schottenheimer,Anger
"Spit it how I live it, keep it gutter, that's how we get down",Anger
"And now I'm feeling stupid, feeling stupid crawling back to you",Joy
"Killa, he'll kill a nigga you thinkin' harming me",Anger
Charged like a bull and got pull like a trigga,Anger
"I stole that f***in' clock, I took the time and I",Anger
Killing rappers like I condone violence,Anger
Never wonder where I am,Joy
That means he's lost the will to live,Sad
So step but you better step quick,Anger
"Alone again, naturally",Sad
Maxed out my oath,Anger
Is it something that I've done,Sad
Fearful when the sky was full of thunder,Fear
Like I'm half of a whole,Sad
Dropped my mixtape and it sold like an album,Anger
Take off all your preppy clothes,Anger
"Good, good, good, good vibrations (oom bop bop)",Joy
"Live bitch, why kiss, on my wrist a glowworm (fifty thousand)",Anger
Where is the moment we needed the most?,Sad
Clap along if you feel like that's what you wanna do,Joy
"Baby girl sit it down, you not known like an usher",Joy
"Step on the glass, staple your tongue (ahh)",Anger
"And it's my fault, keep niggaz on point ducking down",Anger
Got me looking so crazy right now (lookin' crazy),Joy
Walkin' with that troublesome guy,Sad
Sending SOS from this tiny box,Sad
So lonely,Sad
Sometimes I sit and look at life from a different angle,Anger
I never wished to ever hurt my baby,Sad
Oh baby why did you run away?,Sad
We don't give a what what!!,Anger
You get managed I'll have you gag your penis,Anger
With their sails afloat,Sad
"I'm goin' up over the curb, drivin' on the median",Anger
"Yeah, is it too late now to say sorry?",Sad
I know what no one else knows,Sad
"I'm heroin in the needle, my emotions are see-through",Anger
Don't know if I'm God's child or I'm Satan's angel,Anger
All I see is niggas dying fast,Anger
"So if you do the speed limit, get the fuck outta my way",Anger
"Later in the evenin', as you lie awake in bed",Sad
I wish I could carry your smile and my heart,Sad
"(Come here, come here, come here)",Anger
"Niggas come put a hit out and they talkin' like the shit okay (pup, pup, pup, pup, pup, pup)",Anger
"When I crawl, leave a nigga sprawled out after I spoke em",Anger
And now they trying to send me off to Kuwait,Anger
He sounds too blue to fly,Sad
Don't tell them anything,Anger
Walked in the store what's everybody staring at,Anger
"I'm a mess, I'm a loser",Sad
Won't even let the sunlight in,Sad
Too much to handle in seconds I manhandle the peasants,Anger
"They say niggas like to do niggas,",Anger
"Electric meat-shaver that's a modern man's saw,",Anger
What you wanna throw down,Anger
Get you in the night or early in the afternoon niggas,Anger
"Gotta change my answering machine, now that I'm alone",Sad
"Too many niggas, not enough hoes",Anger
We are the youth of the nation Hey,Anger
"I'm supposed to die tonight (pup, pup, pup, pup, pup, pup)",Anger
"You Liberace's, Versace's, and you nazis",Anger
And hypocrites who think the same shit but don't say shit,Anger
Now you don't want no drama boy cause we the drama kings,Anger
Motherfucker!,Anger
Once again it's the darker nigga,Anger
I can feel you fade away,Sad
Keep this shit one hunna,Anger
I know you've been so unhappy,Sad
"Fuck it, just shut up and listen, ayo",Anger
"So I wonder, where were you?",Sad
Cause it's dark out here and I can't find you ,Sad
While Dr. Dre videotapes you (hell yeah!),Anger
"High like space, forty five on waist",Anger
"Every projects in every hood I go, they feel me",Anger
Move out to California,Anger
I came to claim but the game,Anger
I wonder if you're lonesome tonight,Sad
In the bathroom without someone standing by it,Anger
"You are my love, you are my heart",Joy
Me and my niggas just acting bad,Anger
Never thought a love like yours would leave me all alone (oh no),Sad
Where is it at?,Anger
This is falling for you and you are worlds away,Sad
Catch you with the small 22. that I had in my boot,Anger
How do I breath without you,Sad
"Gotta fix that calender I have, that's marked July 15th",Sad
People slow dancing everywhere I go,Sad
In the search for someone else,Sad
"No expression, no expression",Sad
Crush the glass from my bare hands and swallow it,Anger
Wish I could bring pun back,Anger
I hate to bug you in the middle of dinner,Anger
Now I'm in the back of the paddy wagon,Anger
Ante up!,Anger
"Gun to his neck now, react what?",Anger
"Traumatized on for size, roadkill hides like yuppies",Anger
Would you spend your whole life with me?,Fear
"My head is swole, my confidence is up",Anger
"Cause niggas thought I was done, but I ain't finished up",Anger
"Music starts playin' like the end of a sad movie,",Sad
"I told myself, don't get attached",Sad
And that you can't stop missing me,Sad
"Shit, King Syze with the getaway,",Anger
An just smile.,Joy
You scared cause you know hell arrived,Anger
I'm gonna get free,Anger
"Don't cut me down, throw me out, leave me here to waste",Sad
Now if I stop being who I am that would upset me,Anger
Cause tonight I'm feeling like an astronaut,Sad
It seems I'm far away,Joy
"Nigga I'm iller, count scrilla like casinos, only c-notes and over",Anger
"More and more each day, gotta say, lead the way,",Joy
All my motherfucking life I been the Devil's advocate,Anger
"Tryna get into where I fit in, no room for a n****",Anger
So I've made my mind up,Sad
Bitch I'm leanin' like a kickstand (kickstand),Anger
I'm pickin' up good vibrations,Joy
"For the debt I owe, gotta sell my soul",Anger
"Butterflies all havin' fun, you know what I mean",Joy
"I'm all helter-skelter, I'm on that Faust",Anger
"Here we go again, we're out of our medicine",Anger
"Fuck a cop, dirty pig we buckin' police,",Anger
You seem so lost,Sad
Have a drink on me cheers to the failing,Sad
I've never seen a night so long,Sad
Motherfucker we making history,Anger
If you're not there,Joy
Does the feeling seem oh so right,Sad
But I'm on the outside,Anger
Do you ever think about me,Sad
"I'm King Kong, guns blow you to king-dom come",Anger
"Good God, let me give you my life",Sad
This bitch named Karma got me going crazy and this fuckin' high,Anger
For a thousand years or more,Sad
"Shitty, you're ten thousand leagues subzero sweat dripping",Anger
Come on get down with the sickness,Anger
"This is war, gentleman (kill)",Anger
I'll jump kick your ass through the glass of the booth window,Anger
And fuck you,Anger
"Now, I spend my time just making rhymes of yesterday",Sad
"So happy, but now so lonely",Sad
In the middle of a fire,Anger
"There's somethin' wrong, we can't stay still",Anger
"Bitch, I'ma kill you!",Anger
My brother can't you see I've got the victory,Anger
"Eminem offend? No, Eminem'll insult",Anger
Never been so easy or so slow,Sad
"My glock is a nine, my thirty-eight Wesson a beautiful bitch,",Anger
I just want you to call my phone,Sad
Away from the sun that shines into the darkest place,Sad
I'm tired of living in the dark,Sad
"Get him (get him) get him, hit him (hit him) hit him",Anger
"A literate type asshole, songs goin' gold, no doubt",Anger
You're gonna make me lonesome when you go,Sad
Thinking of you till it hurts,Sad
I'm surprised that God isn't vomiting,Anger
But when I call you never seem to be home,Sad
I hope he buys you flowers,Sad
I like the way you try so hard when you play ball with your friends,Joy
Another day has gone,Sad
Get up off them god damn diamonds (huh!),Anger
The darkness is arrived so make a flare with a match,Anger
"Somebody let me out this limousine (hey, let me out!)",Anger
"Dirt bag can't make money, he stuck in the streets",Anger
And I'm floating in a most peculiar way,Sad
I never thought that I would fall,Sad
I know we're through,Sad
We just wanna party,Joy
I make ya sing this time,Joy
Up north niggaz get the pick stuck up in em,Anger
I'm cooling wit my young niggas (wit my young niggas),Anger
"Put a bear-trap on ya ankle, drop you off at Foot-Locker,",Anger
"Of cops, dyin' in L.A.",Anger
"Out of our minds and we want in yours: let us in, or I'ma kill you!",Anger
Wish somebody would tell me I'm fine,Anger
Love you everywhere and any moment,Joy
"Without you, I feel broke",Sad
"Fuck that, get money",Anger
You look as if you're going somewhere,Sad
It's the way I'm feeling I just can't deny,Joy
"I hate to turn up out of the blue, uninvited",Sad
"I got ice in my veins, blood in my eyes",Anger
"I'm a hater, I'm a user",Sad
"I'll always take you back for your sex appeal (Good time, hey)",Joy
Dare ya to do what you want,Anger
You kow what the movements like,Anger
We're the renegades of funk,Anger
That's how I got this whole nation to embrace me,Anger
As I look in your eyes,Joy
"Reaching for the phone 'cause, I can't fight it anymore",Sad
"Shouldn't hide, still inside, shouldn't hide,",Joy
Like a madman laughin' at the rain,Sad
Are running out of time,Fear
My jigsaw manipulates you open,Anger
"I just turn the wheel, hit a back block",Anger
I wanna live while we're young,Joy
(What you want want want want want want blunt blunt),Anger
I'll see you again,Sad
Only darkness every day,Sad
"Fuck shots, I hope the weed'll outweigh these drinks",Anger
"We pull them Glocks out, we about to make a change",Anger
No sweeping exit or offstage lines,Sad
All by myself Don't wanna be,Sad
Honesty and promise me I'm never gonna find you fake it,Anger
Tellin' your boys that I'm on crack,Anger
But at least have the decency in you,Anger
Smacked this whore for talkin crap (bitch),Anger
"And I don't know how I can do without, I just need you now",Sad
I know movin' someone know we usually gone pop you (te matan),Anger
When time goes crawling by,Sad
"Lonely, I'm Mr. Lonely",Sad
But sometimes these feelings can be so misleading,Anger
Said I wouldn't call but I lost all control and I need you now,Sad
Don't wanna throw away another lonely life,Sad
"Roulette, slip up and get fucked like Suzette",Anger
While you movin' them thangs,Anger
And when it's quiet you're screaming inside,Sad
Headless,Anger
"Cause they driving me crazy, I can't take it",Anger
"Bury a friend, I wanna end me",Anger
And spaces between us,Joy
"Take it back Sisqo, you know where it belongs (thong th-thong thong)",Anger
I never thought I'd need you there when i cry,Sad
"Yeah I try my best, but there's no one left for me to lose",Sad
I'm as blue as blue can be,Sad
